@relation skin_lesions-weka.filters.supervised.instance.SMOTE-C1-K5-P304.9-S1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute asymmetry numeric
@attribute circularity numeric
@attribute compactness numeric
@attribute convexity numeric
@attribute elongation numeric
@attribute rectangularity numeric
@attribute solidity numeric
@attribute fractalDimension numeric
@attribute radialVariance numeric
@attribute lesionBMean numeric
@attribute lesionGMean numeric
@attribute lesionRMean numeric
@attribute lesionBMedian numeric
@attribute lesionGMedian numeric
@attribute lesionRMedian numeric
@attribute lesionBStd numeric
@attribute lesionGStd numeric
@attribute lesionRStd numeric
@attribute skinBMean numeric
@attribute skinGMean numeric
@attribute skinRMean numeric
@attribute skinBMedian numeric
@attribute skinGMedian numeric
@attribute skinRMedian numeric
@attribute skinBStd numeric
@attribute skinGStd numeric
@attribute skinRStd numeric
@attribute lesionLMean numeric
@attribute lesionAMean numeric
@attribute lesionBbMean numeric
@attribute lesionLMedian numeric
@attribute lesionAMedian numeric
@attribute lesionBbMedian numeric
@attribute lesionLStd numeric
@attribute lesionAStd numeric
@attribute lesionBbStd numeric
@attribute skinLMean numeric
@attribute skinAMean numeric
@attribute skinBbMean numeric
@attribute skinLMedian numeric
@attribute skinAMedian numeric
@attribute skinBbMedian numeric
@attribute skinLStd numeric
@attribute skinAStd numeric
@attribute skinBbStd numeric
@attribute bContrast numeric
@attribute bCorrelation numeric
@attribute bEnergy numeric
@attribute bEntropy numeric
@attribute bHomogeneity numeric
@attribute bMean numeric
@attribute bVariance numeric
@attribute gContrast numeric
@attribute gCorrelation numeric
@attribute gEnergy numeric
@attribute gEntropy numeric
@attribute gHomogeneity numeric
@attribute gMean numeric
@attribute gVariance numeric
@attribute rContrast numeric
@attribute rCorrelation numeric
@attribute rEnergy numeric
@attribute rEntropy numeric
@attribute rHomogeneity numeric
@attribute rMean numeric
@attribute rVariance numeric
@attribute lContrast numeric
@attribute lCorrelation numeric
@attribute lEnergy numeric
@attribute lEntropy numeric
@attribute lHomogeneity numeric
@attribute lMean numeric
@attribute lVariance numeric
@attribute aContrast numeric
@attribute aCorrelation numeric
@attribute aEnergy numeric
@attribute aEntropy numeric
@attribute aHomogeneity numeric
@attribute aMean numeric
@attribute aVariance numeric
@attribute bbContrast numeric
@attribute bbCorrelation numeric
@attribute bbEnergy numeric
@attribute bbEntropy numeric
@attribute bbHomogeneity numeric
@attribute bbMean numeric
@attribute bbVariance numeric
@attribute class {MALIGNANT,BENIGN}

@data
0.891648,0.993523,0.275049,0.314525,0.933411,0.377266,0.992331,0.338095,0.002005,0.045181,0.052418,0.085513,0.000588,0.031071,0.04336,0.099498,0.112579,0.131411,0.171533,0.156294,0.185064,0.304448,0.016132,0.00096,0.575576,0.488709,0.542762,0.030076,0.085758,0.100944,0.016741,0.158812,0.031173,0.024537,0.066156,0.081291,0.156161,0.21913,0.235164,0.005355,0.016132,0.000409,0.505907,0.336171,0.36298,0.069834,0.977778,0.152958,0.677521,0.385101,0.126838,0.254363,0.050703,0.981579,0.133495,0.670519,0.416171,0.125519,0.255043,0.064408,0.992982,0.078261,0.775243,0.344203,0.166338,0.358915,0.069834,0.977778,0.152958,0.677521,0.385101,0.126838,0.254363,0.050703,0.981579,0.133495,0.670519,0.416171,0.125519,0.255043,0.064408,0.992982,0.078261,0.775243,0.344203,0.166338,0.358915,BENIGN
0.632054,0.753886,0.182384,0.282682,0.525701,0.266388,0.83589,0.438095,0.015008,0.321151,0.262879,0.315959,0.508286,0.951063,0.035686,0.58811,0.572491,0.654294,0.400995,0.296631,0.243926,0.198324,0.040002,0.024819,0.872574,0.696311,0.6091,0.317542,0.103014,0.2199,0.239988,0.000367,0.000976,0.619579,0.15844,0.351931,0.249984,0.406366,0.3638,0.026321,0.040002,0.124645,0.621239,0.591889,0.410458,0.171256,0.848889,0.027417,0.806513,0.195707,0.425026,0.092664,0.15112,0.797368,0.027913,0.792593,0.209275,0.488259,0.068258,0.210146,0.880702,0.018634,0.850365,0.152174,0.718794,0.081613,0.171256,0.848889,0.027417,0.806513,0.195707,0.425026,0.092664,0.15112,0.797368,0.027913,0.792593,0.209275,0.488259,0.068258,0.210146,0.880702,0.018634,0.850365,0.152174,0.718794,0.081613,BENIGN
0.851016,0.950777,0.25835,0.303911,0.728972,0.37099,0.984663,0.195238,0.005702,0.262167,0.112601,0.532546,0,0,0.555026,0.479228,0.148852,0.711004,0.202123,0.223228,0.216615,0.969947,0.888541,0.000889,0.642109,0.607316,0.587288,0.427746,0.260643,0.532284,0.021316,0,0.39553,0.563068,0.408105,0.635882,0.197832,0.41547,0.268379,0.021243,0.888541,0.001823,0.570393,0.597244,0.413104,0.024476,0.971111,0.038961,0.720518,0.290404,0.166299,0.075495,0.023067,0.978947,0.035194,0.746074,0.288942,0.121581,0.097655,0.029984,0.989474,0.017391,0.819951,0.259662,0.324643,0.140421,0.024476,0.971111,0.038961,0.720518,0.290404,0.166299,0.075495,0.023067,0.978947,0.035194,0.746074,0.288942,0.121581,0.097655,0.029984,0.989474,0.017391,0.819951,0.259662,0.324643,0.140421,BENIGN
0.726862,0.803109,0.718075,0.793296,0.566589,0.387727,0.886503,0.52381,0.013629,0.449777,0.363819,0.462174,0.567533,0.609523,0.004533,0.797987,0.659868,0.82059,0.548989,0.697585,0.67302,0.049742,0.617756,0.867638,0.959522,0.982802,0.841456,0.471679,0.190684,0.166658,0.705566,0,0,0.795694,0.350373,0.29755,0.618941,0.271967,0.579998,0.384563,0.617756,0.047623,0.857137,0.40924,0.641391,0.035557,0.962222,0.027417,0.764148,0.247475,0.383671,0.077935,0.029072,0.960526,0.023058,0.777778,0.249703,0.451516,0.066881,0.050967,0.970175,0.017391,0.821776,0.199275,0.82443,0.082224,0.035557,0.962222,0.027417,0.764148,0.247475,0.383671,0.077935,0.029072,0.960526,0.023058,0.777778,0.249703,0.451516,0.066881,0.050967,0.970175,0.017391,0.821776,0.199275,0.82443,0.082224,MALIGNANT
0.681716,0.417098,0.154224,0.301117,0.275701,0.335425,0.814417,0.461905,0.038067,0.26268,0.298836,0.237716,0.01124,0.001325,0.003461,0.576624,0.675137,0.588999,0.279948,0.268789,0.297404,0.678228,0.331286,0.033866,0.677994,0.561425,0.687414,0.27502,0.205527,0.339728,0.002503,0,0.075933,0.547827,0.33258,0.426264,0.255362,0.604736,0.294354,0.049903,0.331286,0.048133,0.587093,0.718344,0.34015,0.055186,0.9,0.037518,0.731268,0.236111,0.222768,0.046287,0.048371,0.889474,0.029126,0.747852,0.230678,0.103466,0.040517,0.029245,0.947368,0.036025,0.716241,0.285024,0.19709,0.026878,0.055186,0.9,0.037518,0.731268,0.236111,0.222768,0.046287,0.048371,0.889474,0.029126,0.747852,0.230678,0.103466,0.040517,0.029245,0.947368,0.036025,0.716241,0.285024,0.19709,0.026878,BENIGN
0.8307,0.971503,0.268828,0.325698,0.853972,0.352859,0.966258,0.252381,0.00401,0.478796,0.364385,0.304816,0.00126,0.003018,0.200657,0.837361,0.647323,0.501969,0.213248,0.329052,0.32433,0.776357,0.593791,0.007604,0.616676,0.691065,0.706655,0.418123,0.309293,0.596469,0.01879,0.000994,0.066234,0.609924,0.508877,0.709797,0.297326,0.548239,0.321875,0.079889,0.593791,0.023638,0.662087,0.678323,0.454928,0.039844,0.96,0.02886,0.760038,0.270202,0.14718,0.084219,0.024652,0.968421,0.026699,0.763259,0.302021,0.189843,0.073349,0.021418,0.987719,0.026087,0.774939,0.316425,0.26094,0.082582,0.039844,0.96,0.02886,0.760038,0.270202,0.14718,0.084219,0.024652,0.968421,0.026699,0.763259,0.302021,0.189843,0.073349,0.021418,0.987719,0.026087,0.774939,0.316425,0.26094,0.082582,BENIGN
0.505643,0.247409,0.119188,0.573743,0.200935,0.357741,0.634969,0.795238,0.185011,0.192053,0.158806,0.163235,0.512017,0.492585,0.000621,0.489333,0.468344,0.50023,0.383879,0.535225,0.459342,0.867957,0.426046,0.108139,0.686401,0.743709,0.755437,0.188156,0.132427,0.181421,0.012625,0.000196,0.001519,0.518087,0.234323,0.280897,0.469498,0.419591,0.379339,0.242909,0.426046,0.00128,0.715257,0.575502,0.510252,0.076865,0.771111,0.041847,0.708505,0.19697,0.473048,0.027232,0.052217,0.665789,0.041262,0.694222,0.211653,0.544521,0.014336,0.064282,0.757895,0.036025,0.713808,0.187198,0.691632,0.012423,0.076865,0.771111,0.041847,0.708505,0.19697,0.473048,0.027232,0.052217,0.665789,0.041262,0.694222,0.211653,0.544521,0.014336,0.064282,0.757895,0.036025,0.713808,0.187198,0.691632,0.012423,BENIGN
0.803612,0.845855,0.239358,0.318994,0.571262,0.366806,0.952454,0.314286,0.012157,0.316305,0.37263,0.393181,0,0,0.859166,0.625513,0.694318,0.760721,0.16423,0.166668,0.234569,0.168476,0.065635,0.017818,0.518324,0.475204,0.621228,0.345405,0.115626,0.279145,0.044579,0,0,0.561926,0.214321,0.473602,0.179106,0.253883,0.207926,0.036319,0.065635,0.000914,0.527434,0.378938,0.323202,0.087287,0.884444,0.024531,0.790705,0.138889,0.107057,0.061947,0.079174,0.892105,0.014563,0.837926,0.128419,0.153995,0.067745,0.097724,0.922807,0.012422,0.860097,0.109903,0.431033,0.058418,0.087287,0.884444,0.024531,0.790705,0.138889,0.107057,0.061947,0.079174,0.892105,0.014563,0.837926,0.128419,0.153995,0.067745,0.097724,0.922807,0.012422,0.860097,0.109903,0.431033,0.058418,BENIGN
0.230248,0.506477,0.037001,0.160335,0.829439,0.168759,0.43865,0.595238,0.031613,0.5157,0.400098,0.413248,0.176844,0.173687,0.949551,0.706271,0.639709,0.643635,0.381299,0.452688,0.386197,0.881954,0.790345,0.061942,0.819765,0.783227,0.799764,0.484654,0.21024,0.396109,0.206662,0.000813,0.010502,0.666028,0.351854,0.551421,0.443739,0.511179,0.296338,0.735688,0.790345,0.011753,0.838282,0.612853,0.441335,0.130574,0.948889,0.015873,0.869112,0.161616,0.249896,0.207098,0.086038,0.939474,0.015777,0.847704,0.185493,0.287821,0.126924,0.106126,0.957895,0.012422,0.878954,0.160628,0.486779,0.114999,0.130574,0.948889,0.015873,0.869112,0.161616,0.249896,0.207098,0.086038,0.939474,0.015777,0.847704,0.185493,0.287821,0.126924,0.106126,0.957895,0.012422,0.878954,0.160628,0.486779,0.114999,MALIGNANT
0.697517,0.926166,0.196464,0.293855,0.790888,0.315202,0.845092,0.366667,0.006987,0.497202,0.565515,0.433289,0.00169,0.057031,0.718683,0.8291,0.855716,0.720953,0.263769,0.281128,0.276217,0.969397,0.236405,0.003975,0.702153,0.656337,0.709114,0.578054,0.260893,0.306326,0.665738,0.000351,0.001351,0.81538,0.445057,0.447254,0.249848,0.406028,0.165769,0.029773,0.236405,0.001602,0.621706,0.617735,0.205924,0.078976,0.935556,0.021645,0.803351,0.213384,0.160193,0.099517,0.063226,0.947368,0.01335,0.848,0.20214,0.271308,0.112014,0.060339,0.970175,0.014907,0.846107,0.201691,0.523198,0.09166,0.078976,0.935556,0.021645,0.803351,0.213384,0.160193,0.099517,0.063226,0.947368,0.01335,0.848,0.20214,0.271308,0.112014,0.060339,0.970175,0.014907,0.846107,0.201691,0.523198,0.09166,BENIGN
0.478555,0.559585,0.062213,0.153073,0.651869,0.155509,0.453988,0.5,0.025034,0.352847,0.301849,0.338688,0.00032,0.001143,0.219526,0.696,0.626612,0.671451,0.271159,0.270406,0.330504,0.007433,0.150476,0.002226,0.713273,0.671063,0.773209,0.348727,0.204139,0.348898,0.489644,0,0.000098,0.66023,0.383994,0.525621,0.262725,0.441735,0.345634,0.479884,0.150476,0.000379,0.673995,0.623289,0.511001,0.079694,0.875556,0.025974,0.771103,0.191919,0.151387,0.052863,0.056993,0.892105,0.021845,0.789926,0.191439,0.24634,0.049162,0.079201,0.938596,0.016149,0.835158,0.158213,0.622133,0.060386,0.079694,0.875556,0.025974,0.771103,0.191919,0.151387,0.052863,0.056993,0.892105,0.021845,0.789926,0.191439,0.24634,0.049162,0.079201,0.938596,0.016149,0.835158,0.158213,0.622133,0.060386,BENIGN
0.708804,0.926166,0.244925,0.312849,0.773364,0.345188,0.958589,0.238095,0.007081,0.244374,0.241056,0.40482,0.003013,0.005244,0.348237,0.433502,0.437595,0.58472,0.134551,0.14667,0.125107,0.616032,0.218573,0.003555,0.487024,0.462232,0.459649,0.269497,0.332787,0.640296,0.07294,0.001957,0.06514,0.330319,0.537303,0.844001,0.141105,0.225896,0.137218,0.034805,0.218573,0.00462,0.480777,0.362491,0.241278,0.104228,0.935556,0.031746,0.792286,0.212121,0.121496,0.131301,0.061067,0.955263,0.027913,0.8,0.24019,0.148434,0.127891,0.055359,0.982456,0.013665,0.851886,0.211353,0.262599,0.138086,0.104228,0.935556,0.031746,0.792286,0.212121,0.121496,0.131301,0.061067,0.955263,0.027913,0.8,0.24019,0.148434,0.127891,0.055359,0.982456,0.013665,0.851886,0.211353,0.262599,0.138086,BENIGN
0.568849,0.900259,0.17649,0.265363,0.970794,0.285216,0.829755,0.414286,0.008052,0.319938,0.498712,0.391147,0.001903,0.005506,0.987681,0.600746,0.819435,0.701368,0.240356,0.231944,0.30336,0.552712,0.492915,0.000036,0.640229,0.563457,0.730823,0.447186,0.214315,0.258514,0.42033,0,0.000566,0.687352,0.40351,0.439086,0.231962,0.271844,0.280078,0.072614,0.492915,0.000512,0.585303,0.403885,0.428516,0.056946,0.942222,0.031746,0.761935,0.222222,0.113926,0.082241,0.042167,0.957895,0.01699,0.818074,0.205707,0.225076,0.091365,0.040309,0.97193,0.017391,0.809915,0.208937,0.503395,0.06804,0.056946,0.942222,0.031746,0.761935,0.222222,0.113926,0.082241,0.042167,0.957895,0.01699,0.818074,0.205707,0.225076,0.091365,0.040309,0.97193,0.017391,0.809915,0.208937,0.503395,0.06804,MALIGNANT
0.790068,0.952073,0.251801,0.344134,0.94743,0.357043,0.911043,0.361905,0.005232,0.4622,0.55618,0.480026,0.005486,0.006554,0.93307,0.755098,0.860913,0.819303,0.203008,0.182825,0.196084,0.474875,0.336201,0.00698,0.566281,0.485672,0.54974,0.583994,0.196216,0.301987,0.08145,0.000059,0.005798,0.825858,0.329172,0.451503,0.18475,0.213932,0.245703,0.05509,0.336201,0.04045,0.51187,0.341008,0.385997,0.077021,0.942222,0.023088,0.803035,0.208333,0.151999,0.110031,0.05879,0.952632,0.014563,0.835852,0.198573,0.184553,0.111997,0.065273,0.964912,0.014907,0.842153,0.188406,0.404633,0.084868,0.077021,0.942222,0.023088,0.803035,0.208333,0.151999,0.110031,0.05879,0.952632,0.014563,0.835852,0.198573,0.184553,0.111997,0.065273,0.964912,0.014907,0.842153,0.188406,0.404633,0.084868,BENIGN
0.092551,0.185233,0.067453,0.221229,0.424065,0.120642,0.312883,0.390476,0.056804,0.206439,0.190502,0.168705,0,0,0.021027,0.507629,0.540583,0.49442,0.503615,0.517586,0.490483,0.125649,0.165438,0.994026,0.75567,0.686785,0.719318,0.217039,0.17402,0.46305,0.000128,0.000101,0.00044,0.553282,0.313919,0.613438,0.500423,0.317115,0.521323,0.361814,0.165438,0.008747,0.668159,0.383867,0.608041,0.043613,0.844444,0.04329,0.698704,0.222222,0.112171,0.023392,0.028522,0.818421,0.041262,0.689778,0.241379,0.188865,0.014667,0.030467,0.891228,0.039752,0.693127,0.236715,0.349523,0.01359,0.043613,0.844444,0.04329,0.698704,0.222222,0.112171,0.023392,0.028522,0.818421,0.041262,0.689778,0.241379,0.188865,0.014667,0.030467,0.891228,0.039752,0.693127,0.236715,0.349523,0.01359,BENIGN
0.255079,0.34456,0.09463,0.248045,0.489486,0.177824,0.483129,0.480952,0.039509,0.164956,0.126231,0.1096,0.801401,0.130226,0,0.448996,0.395685,0.381829,0.370602,0.350163,0.387806,0.131678,0.798663,0.174683,0.687376,0.605578,0.650305,0.135994,0.085075,0.213814,0.00013,0,0,0.412093,0.187147,0.36033,0.316671,0.380686,0.410287,0.31109,0.798663,0.000557,0.561657,0.529485,0.555003,0.030813,0.84,0.059163,0.64306,0.296717,0.505871,0.016085,0.023866,0.763158,0.058252,0.636148,0.305589,0.567255,0.009482,0.032507,0.782456,0.055901,0.640511,0.262077,0.919605,0.00714,0.030813,0.84,0.059163,0.64306,0.296717,0.505871,0.016085,0.023866,0.763158,0.058252,0.636148,0.305589,0.567255,0.009482,0.032507,0.782456,0.055901,0.640511,0.262077,0.919605,0.00714,MALIGNANT
0.512415,0.392487,0.112312,0.244693,0.390187,0.237099,0.645706,0.442857,0.043237,0.174728,0.222765,0.202357,0.00082,0.001608,0.01273,0.468956,0.551648,0.532908,0.800204,0.871135,0.751652,0.661817,0.714459,0.351994,0.51355,0.656353,0.841456,0.223635,0.180667,0.246807,0.000883,0,0.001967,0.476922,0.315617,0.39074,0.827102,0.773089,0.629835,0.297046,0.714459,0.284949,0.748564,0.824751,0.657029,0.086539,0.722222,0.046176,0.684477,0.190657,0.0632,0.025135,0.065048,0.765789,0.027913,0.756444,0.167658,0.152268,0.025696,0.062271,0.85614,0.027329,0.756995,0.166667,0.308545,0.020445,0.086539,0.722222,0.046176,0.684477,0.190657,0.0632,0.025135,0.065048,0.765789,0.027913,0.756444,0.167658,0.152268,0.025696,0.062271,0.85614,0.027329,0.756995,0.166667,0.308545,0.020445,BENIGN
0.866817,0.742228,0.22888,0.351397,0.489486,0.407252,0.90184,0.390476,0.017702,0.239992,0.349381,0.682949,0.001668,0.021374,0.568928,0.453955,0.565618,0.856504,0.254156,0.227858,0.267388,0.071077,0.0272,0.000199,0.668643,0.576892,0.712045,0.470973,0.302236,0.552778,0.186211,0.115093,0.01318,0.582133,0.469641,0.61168,0.205667,0.256589,0.315381,0.007564,0.0272,0.010821,0.55929,0.345723,0.43564,0.064722,0.946667,0.041847,0.737907,0.296717,0.111914,0.098964,0.03892,0.973684,0.027913,0.784889,0.312723,0.177027,0.136848,0.033597,0.991228,0.014907,0.833333,0.291063,0.252672,0.166416,0.064722,0.946667,0.041847,0.737907,0.296717,0.111914,0.098964,0.03892,0.973684,0.027913,0.784889,0.312723,0.177027,0.136848,0.033597,0.991228,0.014907,0.833333,0.291063,0.252672,0.166416,BENIGN
0.68623,0.943005,0.273084,0.32514,0.966121,0.352162,0.983129,0.242857,0.005953,0.41248,0.526228,0.452582,0.001363,0.153185,0.698947,0.722376,0.734336,0.687203,0.324948,0.296046,0.211048,0.108438,0.028066,0.001846,0.77622,0.690787,0.601276,0.61135,0.328803,0.404568,0.367193,0.002894,0.003687,0.756104,0.51383,0.53121,0.251052,0.366969,0.33128,0.00414,0.028066,0.22315,0.644275,0.463328,0.414147,0.072902,0.942222,0.023088,0.804932,0.166667,0.134248,0.105213,0.061504,0.955263,0.010922,0.864889,0.155767,0.240163,0.126869,0.079713,0.964912,0.01118,0.878954,0.137681,0.377657,0.107554,0.072902,0.942222,0.023088,0.804932,0.166667,0.134248,0.105213,0.061504,0.955263,0.010922,0.864889,0.155767,0.240163,0.126869,0.079713,0.964912,0.01118,0.878954,0.137681,0.377657,0.107554,BENIGN
0.916479,0.985751,0.287164,0.361453,0.976636,0.403068,0.976994,0.380952,0.002882,0.287704,0.408751,0.453931,0.004494,0.005319,0.403812,0.529892,0.683834,0.662706,0.218477,0.203427,0.285525,0.121075,0.063404,0.007792,0.604344,0.537212,0.718783,0.402054,0.208305,0.330886,0.06514,0,0.009319,0.498059,0.325369,0.404584,0.19459,0.383085,0.220424,0.024969,0.063404,0.06329,0.53153,0.510703,0.256129,0.076149,0.935556,0.034632,0.766045,0.251263,0.114585,0.096581,0.050452,0.957895,0.021845,0.807704,0.248514,0.152598,0.107507,0.048727,0.980702,0.013665,0.850669,0.213768,0.330827,0.111902,0.076149,0.935556,0.034632,0.766045,0.251263,0.114585,0.096581,0.050452,0.957895,0.021845,0.807704,0.248514,0.152598,0.107507,0.048727,0.980702,0.013665,0.850669,0.213768,0.330827,0.111902,BENIGN
0.577878,0.900259,0.262934,0.33352,1,0.342399,0.97546,0.328571,0.00824,0.06071,0.097711,0.172274,0.000348,0.001083,0.073881,0.195812,0.255012,0.352016,0.167803,0.182558,0.216279,0.158895,0.020195,0.004141,0.555318,0.533102,0.586394,0.112683,0.25354,0.308864,0.012995,0.001164,0.001466,0.193892,0.445555,0.359076,0.180928,0.31893,0.231221,0.0079,0.020195,0.000598,0.547721,0.466899,0.396009,0.078009,0.908889,0.132756,0.586469,0.377525,0.05014,0.069968,0.055785,0.934211,0.075243,0.673481,0.351962,0.098662,0.078493,0.048648,0.975439,0.040994,0.757603,0.291063,0.194505,0.092812,0.078009,0.908889,0.132756,0.586469,0.377525,0.05014,0.069968,0.055785,0.934211,0.075243,0.673481,0.351962,0.098662,0.078493,0.048648,0.975439,0.040994,0.757603,0.291063,0.194505,0.092812,BENIGN
0.300226,0.503886,0.116896,0.242458,0.602804,0.191771,0.628834,0.561905,0.029263,0.262072,0.198199,0.200632,0,0,0.001671,0.554236,0.495271,0.543887,0.480311,0.519929,0.620638,0.214059,0.263496,0.061384,0.721098,0.698582,1,0.207819,0.065906,0.324664,0.104414,0,0,0.492498,0.114749,0.534048,0.510339,0.383177,0.438091,0.866352,0.263496,0.000527,0.771346,0.484414,0.544564,0.06051,0.868889,0.030303,0.749605,0.170455,0.149602,0.03825,0.042817,0.813158,0.031553,0.732148,0.192628,0.237816,0.021337,0.057951,0.850877,0.029814,0.74118,0.172705,0.652262,0.018215,0.06051,0.868889,0.030303,0.749605,0.170455,0.149602,0.03825,0.042817,0.813158,0.031553,0.732148,0.192628,0.237816,0.021337,0.057951,0.850877,0.029814,0.74118,0.172705,0.652262,0.018215,BENIGN
0.832957,0.962435,0.183366,0.268715,0.983645,0.341702,0.895706,0.357143,0.004637,0.445585,0.305058,0.32456,0.920498,0.992931,0.174255,0.574828,0.445495,0.402082,0.163276,0.135616,0.163009,0.748025,0.517048,0.00084,0.564401,0.459458,0.527576,0.344289,0.232391,0.318579,0.153448,0,0.000073,0.430882,0.432702,0.410721,0.127844,0.230694,0.172907,0.001946,0.517048,0.001117,0.451609,0.316703,0.196674,0.039659,0.993333,0.023088,0.812204,0.247475,0.301787,0.402076,0.028653,0.992105,0.023058,0.803556,0.263971,0.308916,0.321929,0.044065,0.994737,0.014907,0.864051,0.21256,0.590858,0.378249,0.039659,0.993333,0.023088,0.812204,0.247475,0.301787,0.402076,0.028653,0.992105,0.023058,0.803556,0.263971,0.308916,0.321929,0.044065,0.994737,0.014907,0.864051,0.21256,0.590858,0.378249,BENIGN
0.616253,0.813472,0.233792,0.318436,0.553738,0.317294,0.937117,0.238095,0.012626,0.113409,0.215582,0.394437,0.00038,0.000718,0.773978,0.266028,0.409194,0.677274,0.374715,0.351014,0.422797,0.271957,0.982701,0.070435,0.746595,0.720655,0.854901,0.292157,0.107408,0.333288,0.048322,0.000028,0.000382,0.463573,0.184479,0.499273,0.341258,0.33563,0.478522,0.259409,0.982701,0.000384,0.723332,0.480524,0.623079,0.056267,0.895556,0.07215,0.654442,0.319444,0.059613,0.044847,0.050916,0.928947,0.033981,0.761185,0.274673,0.141509,0.065495,0.069669,0.959649,0.017391,0.833637,0.208937,0.490842,0.079596,0.056267,0.895556,0.07215,0.654442,0.319444,0.059613,0.044847,0.050916,0.928947,0.033981,0.761185,0.274673,0.141509,0.065495,0.069669,0.959649,0.017391,0.833637,0.208937,0.490842,0.079596,BENIGN
0.598194,0.86658,0.20334,0.296089,0.711449,0.304742,0.845092,0.3,0.008961,0.712241,0.627961,0.55168,0.919728,0.975978,0.579814,0.89143,0.877949,0.866606,0.236935,0.227762,0.211142,0.016593,0.001218,0.000604,0.576033,0.536694,0.62304,0.718389,0.187087,0.31061,0.815096,0.000129,0.001238,0.956993,0.296752,0.458375,0.219178,0.361218,0.34718,0.000869,0.001218,0.99357,0.573624,0.510993,0.457321,0.069683,0.971111,0.01443,0.859311,0.184343,0.358902,0.191257,0.050884,0.968421,0.01335,0.856889,0.197384,0.418885,0.146227,0.065839,0.970175,0.012422,0.857056,0.178744,0.616163,0.101434,0.069683,0.971111,0.01443,0.859311,0.184343,0.358902,0.191257,0.050884,0.968421,0.01335,0.856889,0.197384,0.418885,0.146227,0.065839,0.970175,0.012422,0.857056,0.178744,0.616163,0.101434,BENIGN
0.595937,0.42228,0.150622,0.32514,0.296729,0.274059,0.791411,0.490476,0.035718,0.100698,0.20088,0.457111,0,0.000488,0.132046,0.306171,0.526669,0.720918,0.597898,0.83761,0.521086,0.997579,0.90601,0.368434,0.82453,0.916831,0.804602,0.381975,0.648727,0.634019,0.00185,0.160529,0.039176,0.677559,0.755045,0.686777,0.731029,0.830201,0.490762,0.781794,0.90601,0.074074,0.915176,0.895745,0.540915,0.099121,0.833333,0.083694,0.601328,0.332071,0.04533,0.048512,0.070461,0.839474,0.044903,0.698074,0.307967,0.101175,0.040232,0.096942,0.95614,0.012422,0.861314,0.177536,0.251359,0.100968,0.099121,0.833333,0.083694,0.601328,0.332071,0.04533,0.048512,0.070461,0.839474,0.044903,0.698074,0.307967,0.101175,0.040232,0.096942,0.95614,0.012422,0.861314,0.177536,0.251359,0.100968,MALIGNANT
0.756208,0.953368,0.277014,0.342458,0.877336,0.377266,0.981595,0.357143,0.00517,0.213962,0.232062,0.318409,0,0,0.225999,0.466827,0.479366,0.566394,0.186323,0.208617,0.142335,0.858391,0.040922,0.000018,0.595465,0.588906,0.464392,0.222616,0.218413,0.470609,0.0151,0,0.003504,0.32143,0.387364,0.560266,0.168723,0.263632,0.234185,0.014918,0.040922,0.000121,0.518443,0.42584,0.369169,0.037189,0.948889,0.046176,0.703446,0.280303,0.090732,0.061093,0.025939,0.971053,0.036408,0.741037,0.296076,0.130496,0.086577,0.024593,0.989474,0.026087,0.779805,0.289855,0.276117,0.106748,0.037189,0.948889,0.046176,0.703446,0.280303,0.090732,0.061093,0.025939,0.971053,0.036408,0.741037,0.296076,0.130496,0.086577,0.024593,0.989474,0.026087,0.779805,0.289855,0.276117,0.106748,BENIGN
0.577878,0.849741,0.201048,0.281006,0.758178,0.3159,0.865031,0.309524,0.011185,0.565596,0.534968,0.406951,0.028197,0.474436,0.777988,0.758212,0.809335,0.722845,0.224847,0.204289,0.173106,0.042155,0.021192,0.001413,0.647008,0.568787,0.538802,0.610603,0.269112,0.565959,0.722218,0.000465,0.001185,0.871157,0.456992,0.718498,0.172627,0.287437,0.33628,0.001956,0.021192,0.317066,0.518138,0.39412,0.464004,0.146074,0.92,0.010101,0.8865,0.092172,0.22665,0.150233,0.084206,0.931579,0.010922,0.868148,0.130797,0.327998,0.110172,0.09596,0.938596,0.012422,0.859489,0.123188,0.496895,0.073515,0.146074,0.92,0.010101,0.8865,0.092172,0.22665,0.150233,0.084206,0.931579,0.010922,0.868148,0.130797,0.327998,0.110172,0.09596,0.938596,0.012422,0.859489,0.123188,0.496895,0.073515,BENIGN
0.530474,0.818653,0.164047,0.282682,0.904206,0.274059,0.756135,0.62381,0.012219,0.230496,0.200135,0.188923,0.002621,0.004753,0.006107,0.522839,0.506552,0.501391,0.50168,0.63188,0.66657,0.202393,0.451511,0.927357,0.605146,0.688438,0.790023,0.249575,0.192119,0.2351,0.010232,0.0272,0.006965,0.558884,0.340979,0.267197,0.593806,0.324097,0.516067,0.590475,0.451511,0.11181,0.649678,0.464595,0.569613,0.153134,0.72,0.02886,0.775213,0.123737,0.195089,0.044083,0.087455,0.742105,0.031553,0.752,0.172414,0.249082,0.03104,0.072632,0.849123,0.032298,0.738443,0.192029,0.29911,0.022666,0.153134,0.72,0.02886,0.775213,0.123737,0.195089,0.044083,0.087455,0.742105,0.031553,0.752,0.172414,0.249082,0.03104,0.072632,0.849123,0.032298,0.738443,0.192029,0.29911,0.022666,BENIGN
